,Percentage,,,,,,,Real Number,,,,,,,,,,,,,,,,,,,,
,Mkt-RF,SMB,HML,RMW,CMA,RF,,Mkt-RF,SMB,HML,RMW,CMA,RF,,S&P Return,Rt-Rf,,,CAPM_Beta,,,Residual,E^2,RSS,Y-Ybar,(Y-Ybar)^2,TSS,ESS
201602,-0.07,0.95,-0.48,3.23,2.1,0.02,,-0.0007,0.0095,-0.0048,0.0323,0.021,0.0002,,-0.00412836,-0.00432836,,,,,,-0.002525986,6.3806E-06,,-0.009431032,8.89444E-05,,
201603,6.96,1.09,1.12,0.93,-0.06,0.02,,0.0696,0.0109,0.0112,0.0093,-0.0006,0.0002,,0.065991115,0.065791115,,,,,,-0.001200526,1.44126E-06,,0.060688443,0.003683087,,
201604,0.92,1.16,3.26,-2.86,1.96,0.01,,0.0092,0.0116,0.0326,-0.0286,0.0196,0.0001,,0.002699398,0.002599398,,,,,,-0.002494395,6.22201E-06,,-0.002503273,6.26638E-06,,
201605,1.78,-0.69,-1.81,-1.02,-2.6,0.01,,0.0178,-0.0069,-0.0181,-0.0102,-0.026,0.0001,,0.015324602,0.015224602,,,,,,0.000590587,3.48793E-07,,0.010121931,0.000102453,,
201606,-0.05,0.48,-1.49,1.18,1.92,0.02,,-0.0005,0.0048,-0.0149,0.0118,0.0192,0.0002,,0.000910921,0.000710921,,,,,,0.003099008,9.60385E-06,,-0.00439175,1.92875E-05,,
201607,3.95,2.69,-1.13,1.46,-1.27,0.02,,0.0395,0.0269,-0.0113,0.0146,-0.0127,0.0002,,0.035609801,0.035409801,,,,,,0.002207628,4.87362E-06,,0.03030713,0.000918522,,
201608,0.5,1.67,3.31,-1.54,-0.36,0.02,,0.005,0.0167,0.0331,-0.0154,-0.0036,0.0002,,-0.001219243,-0.001419243,,,,,,-0.001225073,1.5008E-06,,-0.006521915,4.25354E-05,,
201609,0.25,1.71,-1.48,-2.4,-0.03,0.02,,0.0025,0.0171,-0.0148,-0.024,-0.0003,0.0002,,-0.001234451,-0.001434451,,,,,,0.002938885,8.63704E-06,,-0.006537122,4.2734E-05,,
201610,-2.02,-4,4.18,1.14,0.2,0.02,,-0.0202,-0.04,0.0418,0.0114,0.002,0.0002,,-0.019425679,-0.019625679,,,,,,-0.005404434,2.92079E-05,,-0.024728351,0.000611491,,
201611,4.86,6.93,8.27,0.08,3.67,0.01,,0.0486,0.0693,0.0827,0.0008,0.0367,0.0001,,0.034174522,0.034074522,,,,,,-0.005057535,2.55787E-05,,0.028971851,0.000839368,,
201612,1.82,0.37,3.6,1.06,-0.26,0.03,,0.0182,0.0037,0.036,0.0106,-0.0026,0.0003,,0.018200762,0.017900762,,,,,,0.000964878,9.30989E-07,,0.012798091,0.000163791,,
201701,1.94,-1.31,-2.78,-0.16,-0.99,0.04,,0.0194,-0.0131,-0.0278,-0.0016,-0.0099,0.0004,,0.017884358,0.017484358,,,,,,-0.000753785,5.68192E-07,,0.012381687,0.000153306,,
201702,3.57,-2.12,-1.8,0.84,-1.75,0.04,,0.0357,-0.0212,-0.018,0.0084,-0.0175,0.0004,,0.03719816,0.03679816,,,,,,0.000264112,6.97552E-08,,0.031695489,0.001004604,,
201703,0.17,0.73,-3.18,0.53,-1,0.03,,0.0017,0.0073,-0.0318,0.0053,-0.01,0.0003,,-0.000389197,-0.000689197,,,,,,0.001983826,3.93556E-06,,-0.005791869,3.35457E-05,,
201704,1.09,0.48,-1.9,1.83,-1.55,0.05,,0.0109,0.0048,-0.019,0.0183,-0.0155,0.0005,,0.009091209,0.008591209,,,,,,0.000706659,4.99367E-07,,0.003488537,1.21699E-05,,
201705,1.06,-3.1,-3.78,1.16,-1.84,0.06,,0.0106,-0.031,-0.0378,0.0116,-0.0184,0.0006,,0.011576251,0.010976251,,,,,,-0.001491874,2.22569E-06,,0.00587358,3.44989E-05,,
201706,0.78,2.49,1.32,-2.04,-0.06,0.06,,0.0078,0.0249,0.0132,-0.0204,-0.0006,0.0006,,0.004813775,0.004213775,,,,,,0.003607461,1.30138E-05,,-0.000888896,7.90137E-07,,
201707,1.87,-1.57,-0.28,-0.69,-0.15,0.07,,0.0187,-0.0157,-0.0028,-0.0069,-0.0015,0.0007,,0.019348826,0.018648826,,,,,,2.10102E-06,4.4143E-12,,0.013546155,0.000183498,,
201708,0.16,-1.88,-2.24,0.3,-2.44,0.09,,0.0016,-0.0188,-0.0224,0.003,-0.0244,0.0009,,0.000546433,-0.000353567,,,,,,-0.001349286,1.82057E-06,,-0.005456239,2.97705E-05,,
201709,2.51,4.84,3.03,-1.26,1.64,0.09,,0.0251,0.0484,0.0303,-0.0126,0.0164,0.0009,,0.019302979,0.018402979,,,,,,0.002564881,6.57862E-06,,0.013300307,0.000176898,,
201710,2.25,-1.95,-0.06,0.93,-3.34,0.09,,0.0225,-0.0195,-0.0006,0.0093,-0.0334,0.0009,,0.022188135,0.021288135,,,,,,-0.001450609,2.10427E-06,,0.016185464,0.000261969,,
201711,3.12,-0.39,-0.05,3.23,0,0.08,,0.0312,-0.0039,-0.0005,0.0323,0,0.0008,,0.028082628,0.027282628,,,,,,-0.004501361,2.02622E-05,,0.022179956,0.00049195,,
201712,1.06,-1.01,0.14,0.73,1.65,0.09,,0.0106,-0.0101,0.0014,0.0073,0.0165,0.0009,,0.00983163,0.00893163,,,,,,-0.002361449,5.57644E-06,,0.003828959,1.46609E-05,,
201801,5.58,-3.16,-1.37,-0.58,-0.89,0.11,,0.0558,-0.0316,-0.0137,-0.0058,-0.0089,0.0011,,0.056178704,0.055078704,,,,,,-0.003084489,9.51408E-06,,0.049976033,0.002497604,,
201802,-3.65,0.36,-1.19,0.53,-2.25,0.11,,-0.0365,0.0036,-0.0119,0.0053,-0.0225,0.0011,,-0.038947372,-0.040047372,,,,,,0.000599224,3.59069E-07,,-0.045150043,0.002038526,,
201803,-2.35,3.52,-0.11,-0.45,0,0.12,,-0.0235,0.0352,-0.0011,-0.0045,0,0.0012,,-0.026884499,-0.028084499,,,,,,0.003974674,1.5798E-05,,-0.03318717,0.001101388,,
201804,0.29,0.98,0.53,-2.17,1.2,0.14,,0.0029,0.0098,0.0053,-0.0217,0.012,0.0014,,0.002718775,0.001318775,,,,,,0.002900551,8.41319E-06,,-0.003783896,1.43179E-05,,
201805,2.65,4.74,-3.16,-1.82,-1.39,0.14,,0.0265,0.0474,-0.0316,-0.0182,-0.0139,0.0014,,0.021608342,0.020208342,,,,,,0.006027445,3.63301E-05,,0.015105671,0.000228181,,
201806,0.48,0.83,-2.39,0.73,0.33,0.14,,0.0048,0.0083,-0.0239,0.0073,0.0033,0.0014,,0.004842436,0.003442436,,,,,,0.002250908,5.06659E-06,,-0.001660235,2.75638E-06,,
201807,3.19,-1.9,0.39,1.69,0.54,0.16,,0.0319,-0.019,0.0039,0.0169,0.0054,0.0016,,0.036021556,0.034421556,,,,,,1.85062E-05,3.42478E-10,,0.029318885,0.000859597,,
201808,3.44,0.74,-4.12,-0.34,-2.6,0.16,,0.0344,0.0074,-0.0412,-0.0034,-0.026,0.0016,,0.030263211,0.028663211,,,,,,-0.000184412,3.40079E-08,,0.02356054,0.000555099,,
201809,0.06,-2.51,-1.35,0.75,1.22,0.15,,0.0006,-0.0251,-0.0135,0.0075,0.0122,0.0015,,0.004294287,0.002794287,,,,,,-0.000322101,1.03749E-07,,-0.002308384,5.32864E-06,,
